timestamp,page,user_id,duree_sec,device,status_code,referrer
2024-06-01 14:06:52,/produits/detail,user_100,9.7,Desktop,200,Email
2024-06-01 14:48:39,/produits,user_87,12.7,Mobile,200,Google
2024-06-01 15:08:22,/contact,user_140,14.5,Desktop,500,Email
2024-06-01 15:52:06,/checkout,user_229,57.0,Desktop,200,Autre
2024-06-01 16:27:43,/panier,user_141,109.1,Desktop,404,Twitter
2024-06-01 17:04:50,/produits,user_136,25.4,Desktop,200,Google
2024-06-01 17:07:04,/checkout,user_41,0.5,Mobile,301,Direct
2024-06-01 17:10:31,/blog/article,user_78,39.9,Desktop,404,Direct
2024-06-01 17:16:41,/blog,user_99,39.1,Tablet,200,Autre
2024-06-01 17:21:29,/panier,user_30,6.1,Desktop,200,Facebook
2024-06-01 17:22:12,/produits,user_255,58.7,Desktop,200,Direct
2024-06-01 18:01:27,/compte,user_118,4.8,Desktop,200,Email
2024-06-01 18:42:26,/contact,user_137,7.3,Tablet,200,Facebook
2024-06-01 18:46:44,/api/search,user_181,2.1,Mobile,200,Facebook
2024-06-01 18:53:51,/,user_152,9.2,Desktop,200,Google
2024-06-01 19:22:57,/produits/detail,user_201,53.6,Desktop,404,Twitter
2024-06-01 19:58:34,/panier,user_249,193.7,Desktop,200,Google
2024-06-01 20:07:01,/blog,user_5,152.0,Desktop,500,LinkedIn
2024-06-01 20:15:42,/contact,user_149,33.5,Mobile,200,Autre
2024-06-01 20:16:07,/,user_151,43.5,Desktop,200,Twitter
2024-06-01 20:46:50,/api/search,user_295,109.2,Tablet,200,Direct
2024-06-01 21:03:19,/,user_274,59.1,Mobile,500,Twitter
2024-06-01 21:04:32,/compte,user_116,28.6,Mobile,200,Email
2024-06-01 21:10:15,/panier,user_134,49.2,Mobile,200,Facebook
2024-06-01 21:34:45,/checkout,user_258,31.1,Mobile,301,Google
2024-06-01 23:20:02,/panier,user_208,66.6,Desktop,500,Google
2024-06-02 00:30:55,/api/search,user_228,0.6,Mobile,404,Facebook
2024-06-02 00:45:46,/compte,user_122,22.7,Desktop,404,Autre
2024-06-02 01:27:33,/produits/detail,user_35,54.1,Mobile,301,Autre
2024-06-02 01:33:04,/produits/detail,user_185,14.7,Tablet,200,Email
2024-06-02 02:24:19,/contact,user_294,8.2,Mobile,200,Email
2024-06-02 02:44:36,/blog/article,user_300,11.2,Desktop,404,Direct
2024-06-02 02:45:04,/blog/article,user_243,46.0,Desktop,500,Autre
2024-06-02 03:01:44,/aide,user_208,67.0,Desktop,301,Autre
2024-06-02 03:06:16,/api/search,user_44,16.6,Desktop,200,Autre
2024-06-02 03:24:53,/blog/article,user_137,19.9,Desktop,200,Email
2024-06-02 03:43:15,/aide,user_190,17.0,Tablet,200,LinkedIn
2024-06-02 03:59:48,/produits,user_156,14.6,Desktop,200,Google
2024-06-02 04:02:38,/compte,user_166,83.6,Mobile,200,Twitter
2024-06-02 04:43:36,/blog/article,user_228,117.2,Desktop,200,Email
2024-06-02 05:18:20,/produits,user_46,0.5,Desktop,500,LinkedIn
2024-06-02 05:35:32,/api/search,user_269,41.7,Tablet,200,Email
2024-06-02 05:36:33,/blog/article,user_65,166.2,Desktop,200,Google
2024-06-02 06:01:57,/compte,user_105,132.9,Desktop,404,LinkedIn
2024-06-02 06:33:13,/blog/article,user_21,35.0,Mobile,200,Facebook
2024-06-02 06:43:49,/contact,user_72,23.5,Mobile,200,Autre
2024-06-02 06:47:02,/aide,user_46,43.0,Mobile,200,Autre
2024-06-02 07:30:54,/aide,user_248,49.3,Mobile,200,Autre
2024-06-02 08:06:19,/api/search,user_53,4.7,Mobile,200,Google
2024-06-02 08:07:46,/contact,user_252,65.0,Desktop,200,Email
2024-06-02 08:36:36,/compte,user_137,28.3,Desktop,404,LinkedIn
2024-06-02 08:40:51,/panier,user_34,182.2,Desktop,200,LinkedIn
2024-06-02 08:53:49,/blog/article,user_228,9.0,Desktop,200,LinkedIn
2024-06-02 09:18:19,/blog,user_272,13.9,Desktop,200,Facebook
2024-06-02 09:34:08,/produits/detail,user_187,42.2,Desktop,301,Direct
2024-06-02 09:58:13,/compte,user_118,26.9,Mobile,200,Email
2024-06-02 10:08:44,/produits,user_206,42.5,Desktop,404,Google
2024-06-02 10:15:05,/contact,user_55,24.1,Desktop,200,Autre
2024-06-02 10:15:10,/checkout,user_256,104.0,Desktop,200,Twitter
2024-06-02 10:28:20,/produits/detail,user_212,185.9,Tablet,200,Google
2024-06-02 10:55:36,/,user_174,10.1,Desktop,200,Direct
2024-06-02 11:10:29,/api/search,user_10,32.7,Desktop,301,Twitter
2024-06-02 11:22:50,/blog,user_90,4.1,Desktop,200,Email
2024-06-02 11:58:28,/blog/article,user_297,9.0,Mobile,200,Direct
2024-06-02 12:01:02,/aide,user_34,54.9,Mobile,200,Autre
2024-06-02 12:52:13,/aide,user_107,41.7,Mobile,200,Twitter
2024-06-02 12:56:29,/,user_238,11.1,Mobile,200,Email
2024-06-02 13:26:31,/blog,user_182,51.1,Desktop,404,Email
2024-06-02 14:14:50,/blog,user_37,40.5,Mobile,200,Google
2024-06-02 14:34:17,/,user_14,52.8,Mobile,200,Google
2024-06-02 14:38:53,/contact,user_277,17.8,Desktop,404,Facebook
2024-06-02 14:43:35,/produits/detail,user_3,23.6,Desktop,200,Facebook
2024-06-02 15:19:41,/checkout,user_289,16.1,Desktop,200,Direct
2024-06-02 15:25:19,/compte,user_81,19.0,Desktop,200,Google
2024-06-02 15:30:33,/contact,user_118,35.2,Mobile,200,Twitter
2024-06-02 15:44:44,/panier,user_83,0.5,Desktop,500,Email
2024-06-02 15:52:20,/produits/detail,user_209,21.3,Desktop,200,Direct
2024-06-02 17:42:33,/api/search,user_226,115.8,Desktop,200,Twitter
2024-06-02 17:55:24,/api/search,user_139,18.4,Mobile,404,Email
2024-06-02 18:00:20,/api/search,user_116,19.6,Mobile,200,LinkedIn
2024-06-02 18:01:49,/,user_270,22.8,Desktop,500,Google
2024-06-02 18:17:05,/aide,user_187,11.7,Desktop,200,Google
2024-06-02 18:31:29,/aide,user_56,16.3,Mobile,500,Facebook
2024-06-02 18:31:52,/panier,user_127,110.8,Desktop,200,Direct
2024-06-02 19:01:40,/produits,user_25,36.3,Mobile,500,Direct
2024-06-02 19:35:43,/produits,user_227,42.0,Mobile,200,Direct
2024-06-02 19:38:42,/checkout,user_248,11.1,Mobile,200,LinkedIn
2024-06-02 20:28:58,/api/search,user_273,33.4,Desktop,404,LinkedIn
2024-06-02 20:38:28,/,user_64,103.5,Desktop,200,Autre
2024-06-02 20:46:27,/produits/detail,user_54,0.5,Mobile,200,Twitter
2024-06-02 21:49:56,/,user_119,2.3,Mobile,200,Twitter
2024-06-02 21:52:44,/produits/detail,user_196,29.2,Desktop,200,Twitter
2024-06-02 21:56:01,/blog,user_281,258.4,Desktop,500,Google
2024-06-02 22:32:36,/compte,user_143,28.1,Desktop,301,Facebook
2024-06-02 22:45:13,/panier,user_260,25.0,Desktop,200,Twitter
2024-06-02 23:06:48,/panier,user_9,16.2,Desktop,404,LinkedIn
2024-06-02 23:20:16,/,user_12,76.2,Tablet,200,LinkedIn
2024-06-02 23:44:07,/aide,user_131,28.3,Desktop,200,LinkedIn
2024-06-02 23:52:15,/aide,user_71,22.6,Tablet,200,Autre
2024-06-02 23:56:31,/compte,user_248,75.9,Desktop,200,Twitter
2024-06-03 00:04:02,/blog/article,user_242,47.9,Mobile,500,Direct
2024-06-03 00:37:54,/produits,user_19,11.5,Desktop,301,Email
2024-06-03 01:23:36,/,user_113,134.8,Mobile,200,Twitter
2024-06-03 01:28:09,/compte,user_195,31.8,Desktop,500,Google
2024-06-03 01:35:57,/blog/article,user_286,156.1,Desktop,200,Google
2024-06-03 02:56:12,/compte,user_180,99.5,Mobile,200,Direct
2024-06-03 03:01:57,/contact,user_61,2.7,Tablet,200,LinkedIn
2024-06-03 03:10:02,/checkout,user_141,159.5,Mobile,200,Autre
2024-06-03 03:16:59,/produits/detail,user_272,4.1,Mobile,404,Facebook
2024-06-03 03:26:03,/contact,user_26,13.6,Desktop,200,Email
2024-06-03 03:57:24,/blog/article,user_6,115.0,Mobile,200,Twitter
2024-06-03 04:20:46,/,user_82,49.2,Desktop,500,LinkedIn
2024-06-03 04:25:55,/checkout,user_220,28.9,Mobile,301,Google
2024-06-03 04:40:00,/produits/detail,user_101,9.9,Mobile,200,Email
2024-06-03 05:13:18,/produits/detail,user_62,19.5,Mobile,200,Autre
2024-06-03 05:44:03,/panier,user_120,42.9,Mobile,200,Google
2024-06-03 06:00:41,/blog/article,user_50,6.2,Desktop,200,Google
2024-06-03 06:04:31,/compte,user_92,97.8,Desktop,200,Twitter
2024-06-03 06:07:36,/produits/detail,user_96,105.5,Mobile,200,Autre
2024-06-03 06:20:27,/api/search,user_183,75.6,Mobile,200,Google
2024-06-03 06:44:36,/produits,user_201,33.8,Desktop,200,Facebook
2024-06-03 06:48:43,/compte,user_84,12.4,Mobile,200,Google
2024-06-03 06:56:58,/compte,user_158,13.4,Mobile,500,Facebook
2024-06-03 07:06:07,/checkout,user_187,20.6,Desktop,500,Twitter
2024-06-03 08:33:26,/blog,user_145,91.1,Desktop,500,Facebook
2024-06-03 09:20:19,/blog,user_225,10.4,Desktop,404,Twitter
2024-06-03 10:20:23,/contact,user_190,18.5,Desktop,200,Autre
2024-06-03 12:38:42,/aide,user_261,25.8,Mobile,200,Email
2024-06-03 12:45:18,/contact,user_91,28.6,Desktop,404,Direct
2024-06-03 13:09:23,/checkout,user_23,132.3,Desktop,200,Facebook
2024-06-03 13:54:35,/,user_295,3.1,Desktop,200,Facebook
2024-06-03 14:14:21,/api/search,user_50,6.7,Tablet,500,Direct
2024-06-03 14:22:33,/compte,user_111,159.2,Mobile,301,Google
2024-06-03 14:30:14,/checkout,user_215,63.1,Mobile,200,Google
2024-06-03 14:33:50,/,user_218,9.3,Desktop,200,Direct
2024-06-03 14:40:53,/produits,user_159,6.9,Mobile,301,Email
2024-06-03 15:19:04,/produits,user_29,192.7,Desktop,200,Facebook
2024-06-03 15:29:58,/,user_36,35.8,Desktop,200,Direct
2024-06-03 16:12:51,/blog/article,user_22,4.2,Desktop,200,LinkedIn
2024-06-03 17:04:50,/produits/detail,user_255,3.2,Desktop,200,Google
2024-06-03 17:06:05,/compte,user_208,20.7,Mobile,404,Autre
2024-06-03 17:12:55,/blog,user_291,12.6,Mobile,200,LinkedIn
2024-06-03 17:22:41,/api/search,user_176,20.8,Desktop,200,Google
2024-06-03 17:59:59,/blog/article,user_57,124.4,Mobile,200,LinkedIn
2024-06-03 19:01:56,/compte,user_190,13.5,Mobile,301,Autre
2024-06-03 20:00:17,/compte,user_299,70.7,Mobile,500,Twitter
2024-06-03 20:03:40,/aide,user_291,11.4,Desktop,200,Twitter
2024-06-03 20:06:14,/panier,user_84,54.0,Desktop,200,Twitter
2024-06-03 20:08:43,/blog,user_212,13.5,Tablet,500,LinkedIn
2024-06-03 20:44:31,/produits,user_60,165.5,Mobile,200,Autre
2024-06-03 20:45:53,/blog,user_127,0.5,Desktop,301,Autre
2024-06-03 20:54:37,/api/search,user_192,0.5,Desktop,200,Google
2024-06-03 21:37:33,/compte,user_55,17.6,Desktop,500,Twitter
2024-06-03 22:27:32,/aide,user_140,25.7,Tablet,404,Email
2024-06-03 22:33:39,/panier,user_269,14.9,Mobile,404,Email
2024-06-03 22:50:23,/blog,user_44,2.0,Desktop,500,Google
2024-06-03 23:14:25,/blog/article,user_238,21.8,Desktop,200,Autre
2024-06-03 23:18:27,/produits/detail,user_59,64.5,Mobile,500,Facebook
2024-06-03 23:23:26,/api/search,user_231,6.5,Desktop,200,LinkedIn
2024-06-03 23:32:29,/,user_235,10.3,Mobile,200,Facebook
2024-06-03 23:38:00,/produits,user_99,31.3,Mobile,200,Google
2024-06-04 00:56:24,/,user_60,64.8,Mobile,200,Google
2024-06-04 01:24:44,/checkout,user_145,10.2,Mobile,200,Google
2024-06-04 01:36:34,/blog,user_248,120.5,Mobile,200,Autre
2024-06-04 01:42:01,/compte,user_142,2.1,Mobile,301,Facebook
2024-06-04 02:00:36,/checkout,user_200,77.9,Mobile,301,LinkedIn
2024-06-04 02:31:23,/,user_146,13.1,Desktop,200,Autre
2024-06-04 02:40:05,/produits/detail,user_115,77.9,Mobile,200,LinkedIn
2024-06-04 02:52:32,/blog,user_86,142.8,Mobile,200,Twitter
2024-06-04 03:26:32,/compte,user_116,11.4,Desktop,200,Twitter
2024-06-04 03:35:36,/compte,user_227,67.8,Mobile,301,Facebook
2024-06-04 03:39:48,/blog,user_134,67.3,Desktop,200,Email
2024-06-04 03:56:05,/produits,user_135,49.2,Mobile,500,Email
2024-06-04 04:05:06,/checkout,user_115,22.7,Desktop,200,Email
2024-06-04 04:08:55,/produits,user_11,89.2,Desktop,200,Facebook
2024-06-04 04:50:45,/blog,user_112,69.0,Desktop,200,Google
2024-06-04 04:55:20,/compte,user_162,79.3,Mobile,500,Facebook
2024-06-04 05:09:17,/aide,user_271,47.0,Desktop,200,Facebook
2024-06-04 05:28:35,/checkout,user_153,173.6,Desktop,500,Email
2024-06-04 06:22:37,/contact,user_199,78.9,Tablet,200,Facebook
2024-06-04 07:00:20,/produits,user_26,29.9,Desktop,500,Google
2024-06-04 07:12:48,/blog,user_122,46.0,Tablet,500,Email
2024-06-04 07:58:14,/checkout,user_217,16.5,Desktop,200,Direct
2024-06-04 08:01:38,/api/search,user_212,100.7,Desktop,500,Facebook
2024-06-04 08:32:05,/aide,user_226,15.2,Desktop,200,Autre
2024-06-04 08:50:39,/produits/detail,user_97,31.0,Mobile,200,Facebook
2024-06-04 10:26:41,/aide,user_42,29.3,Mobile,200,Facebook
2024-06-04 10:44:11,/contact,user_33,59.0,Mobile,200,Direct
2024-06-04 12:07:05,/api/search,user_203,11.1,Desktop,200,Twitter
2024-06-04 12:26:38,/panier,user_278,2.2,Mobile,200,Facebook
2024-06-04 12:51:51,/blog,user_185,17.0,Desktop,200,Email
2024-06-04 13:08:54,/api/search,user_221,28.2,Mobile,200,LinkedIn
2024-06-04 13:33:58,/checkout,user_171,39.0,Mobile,500,Email
2024-06-04 14:39:55,/panier,user_80,70.5,Mobile,200,Direct
2024-06-04 14:41:57,/produits/detail,user_192,38.2,Desktop,200,Autre
2024-06-04 15:07:17,/blog/article,user_295,32.8,Desktop,200,Email
2024-06-04 15:19:18,/produits/detail,user_14,29.6,Desktop,200,Email
2024-06-04 16:01:30,/contact,user_48,68.3,Tablet,200,Autre
2024-06-04 16:51:32,/produits,user_290,11.8,Mobile,200,Direct
2024-06-04 17:21:59,/produits,user_72,7.5,Tablet,500,Facebook
2024-06-04 18:35:05,/blog/article,user_206,26.3,Mobile,404,Email
2024-06-04 18:53:45,/produits,user_254,0.6,Desktop,200,Email
2024-06-04 19:09:30,/produits/detail,user_119,36.5,Mobile,200,Autre
2024-06-04 19:23:46,/panier,user_71,33.1,Mobile,200,LinkedIn
2024-06-04 19:54:12,/contact,user_112,13.6,Tablet,301,Twitter
2024-06-04 20:22:18,/aide,user_60,38.1,Mobile,200,Twitter
2024-06-04 20:34:10,/,user_61,285.0,Desktop,200,Direct
2024-06-04 20:45:48,/blog,user_139,84.7,Desktop,200,Autre
2024-06-04 20:56:07,/blog/article,user_161,2.2,Desktop,200,LinkedIn
2024-06-04 21:05:37,/contact,user_95,47.5,Desktop,200,Email
2024-06-04 21:29:28,/compte,user_283,92.5,Desktop,200,LinkedIn
2024-06-04 21:39:19,/aide,user_100,67.8,Desktop,301,LinkedIn
2024-06-04 21:56:15,/contact,user_189,79.5,Mobile,404,Direct
2024-06-04 22:33:11,/produits/detail,user_47,4.3,Mobile,404,Autre
2024-06-04 22:33:24,/aide,user_176,30.5,Mobile,200,Twitter
2024-06-04 22:37:16,/api/search,user_99,18.3,Mobile,200,Google
2024-06-04 22:37:53,/produits/detail,user_6,15.7,Mobile,200,Facebook
2024-06-04 23:20:43,/produits/detail,user_148,19.2,Desktop,200,Direct
2024-06-04 23:32:54,/contact,user_294,27.7,Desktop,301,Autre
2024-06-04 23:45:25,/produits,user_207,43.0,Desktop,200,Direct
2024-06-04 23:53:54,/,user_77,30.5,Mobile,200,Autre
2024-06-05 00:05:54,/produits,user_268,17.2,Mobile,301,LinkedIn
2024-06-05 00:16:59,/compte,user_52,23.3,Mobile,200,Direct
2024-06-05 00:39:49,/blog/article,user_94,127.6,Desktop,200,Direct
2024-06-05 00:48:38,/,user_52,29.9,Mobile,500,Direct
2024-06-05 00:53:09,/api/search,user_91,100.6,Tablet,200,Direct
2024-06-05 01:31:36,/produits/detail,user_78,79.4,Desktop,200,Facebook
2024-06-05 01:53:00,/checkout,user_178,35.5,Desktop,500,Autre
2024-06-05 01:54:17,/produits/detail,user_262,50.5,Mobile,200,Autre
2024-06-05 02:56:06,/produits,user_38,54.7,Mobile,404,Google
2024-06-05 04:18:29,/contact,user_238,112.6,Desktop,200,LinkedIn
2024-06-05 04:41:01,/produits/detail,user_163,151.9,Mobile,200,Autre
2024-06-05 04:41:29,/produits,user_84,7.9,Desktop,200,Email
2024-06-05 04:58:23,/,user_46,61.6,Mobile,200,Direct
2024-06-05 05:31:19,/,user_182,21.7,Desktop,200,LinkedIn
2024-06-05 05:48:47,/produits,user_5,60.0,Mobile,301,Autre
2024-06-05 06:37:59,/contact,user_264,170.5,Tablet,200,Autre
2024-06-05 06:46:08,/compte,user_151,17.8,Desktop,301,Direct
2024-06-05 06:58:11,/,user_198,27.4,Desktop,301,LinkedIn
2024-06-05 07:43:08,/aide,user_29,48.6,Mobile,200,LinkedIn
2024-06-05 07:48:56,/produits,user_207,133.9,Mobile,404,Autre
2024-06-05 08:13:46,/aide,user_131,14.1,Desktop,200,Email
2024-06-05 08:27:36,/aide,user_38,21.4,Desktop,200,Autre
2024-06-05 08:28:25,/api/search,user_250,15.2,Desktop,500,Facebook
2024-06-05 08:47:44,/compte,user_183,7.3,Desktop,200,Facebook
2024-06-05 09:07:49,/blog/article,user_233,48.2,Desktop,200,LinkedIn
2024-06-05 09:12:08,/compte,user_175,173.6,Mobile,200,Google
2024-06-05 09:29:21,/contact,user_208,7.1,Mobile,301,Twitter
2024-06-05 09:59:00,/compte,user_12,96.7,Mobile,404,Twitter
2024-06-05 11:04:25,/contact,user_207,25.8,Tablet,200,Direct
2024-06-05 11:10:37,/contact,user_6,61.9,Desktop,200,Autre
2024-06-05 12:31:54,/aide,user_154,10.0,Desktop,200,Email
2024-06-05 12:36:17,/blog,user_172,97.0,Desktop,200,Twitter
2024-06-05 12:54:55,/compte,user_122,4.4,Mobile,200,Autre
2024-06-05 12:58:42,/aide,user_172,23.5,Mobile,404,Direct
2024-06-05 13:44:48,/aide,user_285,55.5,Mobile,301,Direct
2024-06-05 13:57:10,/panier,user_67,3.7,Desktop,500,Twitter
2024-06-05 14:54:56,/produits,user_277,49.0,Mobile,200,Facebook
2024-06-05 15:11:28,/compte,user_232,57.0,Desktop,404,LinkedIn
2024-06-05 15:43:14,/api/search,user_217,99.9,Desktop,200,Google
2024-06-05 15:49:18,/contact,user_267,5.6,Mobile,200,Email
2024-06-05 16:26:04,/api/search,user_176,13.7,Mobile,301,Email
2024-06-05 16:53:42,/panier,user_153,2.2,Desktop,404,Facebook
2024-06-05 16:58:23,/api/search,user_80,38.4,Mobile,500,LinkedIn
2024-06-05 17:46:47,/,user_2,66.7,Desktop,200,Email
2024-06-05 17:55:56,/contact,user_68,26.6,Desktop,200,Google
2024-06-05 18:28:54,/blog,user_276,2.7,Mobile,200,LinkedIn
2024-06-05 18:29:35,/blog/article,user_27,45.2,Desktop,200,Email
2024-06-05 18:34:26,/produits,user_23,7.9,Desktop,301,Facebook
2024-06-05 18:56:11,/blog,user_96,56.1,Mobile,200,LinkedIn
2024-06-05 19:13:42,/contact,user_239,36.4,Mobile,200,Autre
2024-06-05 19:23:53,/produits/detail,user_199,44.4,Mobile,200,Direct
2024-06-05 20:35:07,/compte,user_185,81.5,Tablet,404,Autre
2024-06-05 20:38:33,/,user_179,4.3,Mobile,200,Google
2024-06-05 21:40:05,/produits/detail,user_18,1.1,Mobile,200,Google
2024-06-05 22:01:34,/produits/detail,user_288,1.1,Desktop,200,LinkedIn
2024-06-05 22:19:20,/api/search,user_65,49.6,Mobile,200,Email
2024-06-05 22:21:40,/blog,user_254,13.6,Desktop,200,Twitter
2024-06-05 22:23:26,/aide,user_241,118.2,Mobile,500,LinkedIn
2024-06-05 22:26:18,/produits,user_84,5.4,Desktop,404,Direct
2024-06-05 22:51:58,/produits/detail,user_90,30.5,Desktop,404,LinkedIn
2024-06-05 23:07:47,/aide,user_28,9.0,Mobile,500,Google
2024-06-05 23:12:50,/produits/detail,user_268,65.4,Mobile,301,Twitter
2024-06-05 23:23:30,/api/search,user_190,53.3,Desktop,200,Twitter
2024-06-06 00:57:12,/contact,user_3,36.0,Desktop,200,LinkedIn
2024-06-06 01:47:58,/panier,user_4,17.0,Desktop,200,Autre
2024-06-06 02:17:23,/api/search,user_199,7.6,Mobile,301,LinkedIn
2024-06-06 03:06:03,/aide,user_139,65.3,Mobile,200,Direct
2024-06-06 03:32:53,/,user_94,35.6,Mobile,301,Autre
2024-06-06 03:50:57,/contact,user_57,119.8,Desktop,200,Direct
2024-06-06 03:59:45,/panier,user_233,53.3,Desktop,200,LinkedIn
2024-06-06 04:10:04,/,user_154,289.8,Mobile,200,Autre
2024-06-06 04:36:36,/compte,user_106,7.2,Desktop,200,Autre
2024-06-06 04:40:27,/blog,user_298,73.5,Mobile,404,Direct
2024-06-06 04:42:36,/compte,user_164,89.8,Desktop,200,Direct
2024-06-06 04:55:22,/panier,user_89,97.8,Desktop,404,Email
2024-06-06 05:34:28,/,user_155,27.0,Desktop,404,Twitter
2024-06-06 06:20:29,/aide,user_118,8.2,Mobile,301,Email
2024-06-06 06:35:11,/blog/article,user_232,80.5,Desktop,404,Google
2024-06-06 07:11:04,/produits,user_260,32.2,Desktop,200,Direct
2024-06-06 07:27:01,/produits/detail,user_16,16.4,Desktop,301,Autre
2024-06-06 07:37:05,/contact,user_17,43.5,Desktop,200,Google
2024-06-06 08:00:54,/panier,user_83,63.2,Mobile,200,Email
2024-06-06 08:22:02,/produits/detail,user_242,6.4,Desktop,200,Twitter
2024-06-06 09:49:39,/compte,user_142,12.4,Desktop,200,Twitter
2024-06-06 10:26:20,/produits,user_228,59.1,Tablet,200,LinkedIn
2024-06-06 10:28:49,/blog,user_9,73.2,Desktop,404,Autre
2024-06-06 10:33:52,/blog/article,user_224,20.9,Desktop,200,LinkedIn
2024-06-06 10:59:19,/blog,user_100,8.0,Mobile,200,LinkedIn
2024-06-06 11:18:58,/aide,user_207,110.0,Desktop,200,Google
2024-06-06 11:20:22,/api/search,user_282,22.4,Desktop,200,Twitter
2024-06-06 11:23:02,/checkout,user_249,112.0,Tablet,200,Google
2024-06-06 11:39:10,/api/search,user_105,98.7,Desktop,200,Google
2024-06-06 11:48:31,/blog,user_82,68.7,Mobile,404,Direct
2024-06-06 12:05:11,/blog,user_173,65.4,Desktop,500,Twitter
2024-06-06 12:05:25,/produits,user_136,17.2,Mobile,200,Direct
2024-06-06 12:06:25,/produits,user_243,51.7,Desktop,200,Direct
2024-06-06 12:16:45,/compte,user_204,66.9,Mobile,500,Autre
2024-06-06 13:20:23,/api/search,user_20,31.8,Desktop,500,Twitter
2024-06-06 13:32:07,/,user_16,44.9,Mobile,500,LinkedIn
2024-06-06 14:19:13,/contact,user_47,21.7,Mobile,200,Direct
2024-06-06 15:00:00,/panier,user_200,17.9,Mobile,200,Google
2024-06-06 15:13:07,/blog/article,user_297,17.2,Desktop,200,Google
2024-06-06 15:33:01,/checkout,user_163,10.8,Mobile,200,Email
2024-06-06 15:37:23,/blog,user_43,4.7,Desktop,200,Twitter
2024-06-06 15:41:19,/compte,user_41,11.3,Mobile,200,Facebook
2024-06-06 15:42:27,/produits/detail,user_229,84.8,Mobile,500,Google
2024-06-06 16:03:26,/blog,user_258,19.5,Mobile,404,Twitter
2024-06-06 16:52:45,/contact,user_48,57.7,Mobile,200,Autre
2024-06-06 17:22:06,/produits/detail,user_125,23.1,Tablet,200,Email
2024-06-06 17:23:43,/blog,user_119,35.0,Desktop,200,Direct
2024-06-06 17:44:37,/checkout,user_121,275.3,Desktop,404,Twitter
2024-06-06 17:50:49,/blog/article,user_242,94.7,Desktop,200,Google
